,file,date,time,location,zip code,subspecies,health,pollen_carrying,caste,width,height,color,date_time,year,month,day,hour,minute
76,017_001.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,70,53,3,2018-08-06 13:21:00,2018,8,6,13,21
77,017_000.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,63,63,3,2018-08-06 13:21:00,2018,8,6,13,21
78,017_014.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,108,145,3,2018-08-06 13:21:00,2018,8,6,13,21
79,017_028.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,61,68,3,2018-08-06 13:21:00,2018,8,6,13,21
80,017_002.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,84,75,3,2018-08-06 13:21:00,2018,8,6,13,21
81,017_016.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,64,108,3,2018-08-06 13:21:00,2018,8,6,13,21
82,017_017.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,74,56,3,2018-08-06 13:21:00,2018,8,6,13,21
83,017_003.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,65,91,3,2018-08-06 13:21:00,2018,8,6,13,21
84,017_007.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,78,97,3,2018-08-06 13:21:00,2018,8,6,13,21
85,017_012.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,75,57,3,2018-08-06 13:21:00,2018,8,6,13,21
86,017_006.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,66,90,3,2018-08-06 13:21:00,2018,8,6,13,21
87,017_010.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,85,61,3,2018-08-06 13:21:00,2018,8,6,13,21
88,017_004.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,66,85,3,2018-08-06 13:21:00,2018,8,6,13,21
89,017_038.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,True,worker,56,50,3,2018-08-06 13:21:00,2018,8,6,13,21
90,017_039.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,77,83,3,2018-08-06 13:21:00,2018,8,6,13,21
91,017_005.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,84,77,3,2018-08-06 13:21:00,2018,8,6,13,21
92,017_011.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,64,79,3,2018-08-06 13:21:00,2018,8,6,13,21
93,017_076.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,45,93,3,2018-08-06 13:21:00,2018,8,6,13,21
94,017_062.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,61,81,3,2018-08-06 13:21:00,2018,8,6,13,21
95,017_089.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,111,86,3,2018-08-06 13:21:00,2018,8,6,13,21
96,017_102.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,77,159,3,2018-08-06 13:21:00,2018,8,6,13,21
97,017_116.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,61,93,3,2018-08-06 13:21:00,2018,8,6,13,21
98,017_117.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,90,131,3,2018-08-06 13:21:00,2018,8,6,13,21
99,017_088.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,86,65,3,2018-08-06 13:21:00,2018,8,6,13,21
100,017_063.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,48,67,3,2018-08-06 13:21:00,2018,8,6,13,21
101,017_077.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,66,100,3,2018-08-06 13:21:00,2018,8,6,13,21
102,017_049.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,75,52,3,2018-08-06 13:21:00,2018,8,6,13,21
103,017_061.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,93,87,3,2018-08-06 13:21:00,2018,8,6,13,21
104,017_075.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,58,57,3,2018-08-06 13:21:00,2018,8,6,13,21
105,017_129.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,54,135,3,2018-08-06 13:21:00,2018,8,6,13,21
106,017_115.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,91,95,3,2018-08-06 13:21:00,2018,8,6,13,21
107,017_101.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,56,103,3,2018-08-06 13:21:00,2018,8,6,13,21
108,017_100.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,128,111,3,2018-08-06 13:21:00,2018,8,6,13,21
109,017_114.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,75,50,3,2018-08-06 13:21:00,2018,8,6,13,21
110,017_128.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,111,66,3,2018-08-06 13:21:00,2018,8,6,13,21
111,017_074.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,75,97,3,2018-08-06 13:21:00,2018,8,6,13,21
112,017_060.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,79,110,3,2018-08-06 13:21:00,2018,8,6,13,21
113,017_048.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,62,92,3,2018-08-06 13:21:00,2018,8,6,13,21
114,017_064.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,62,81,3,2018-08-06 13:21:00,2018,8,6,13,21
115,017_070.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,60,55,3,2018-08-06 13:21:00,2018,8,6,13,21
116,017_058.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,105,81,3,2018-08-06 13:21:00,2018,8,6,13,21
117,017_110.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,77,79,3,2018-08-06 13:21:00,2018,8,6,13,21
118,017_104.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,65,81,3,2018-08-06 13:21:00,2018,8,6,13,21
119,017_105.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,74,50,3,2018-08-06 13:21:00,2018,8,6,13,21
120,017_111.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,74,52,3,2018-08-06 13:21:00,2018,8,6,13,21
121,017_059.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,62,46,3,2018-08-06 13:21:00,2018,8,6,13,21
122,017_071.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,62,92,3,2018-08-06 13:21:00,2018,8,6,13,21
123,017_073.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,76,77,3,2018-08-06 13:21:00,2018,8,6,13,21
124,017_067.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,87,62,3,2018-08-06 13:21:00,2018,8,6,13,21
125,017_098.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,75,57,3,2018-08-06 13:21:00,2018,8,6,13,21
126,017_107.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,67,107,3,2018-08-06 13:21:00,2018,8,6,13,21
127,017_113.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,40,63,3,2018-08-06 13:21:00,2018,8,6,13,21
128,017_106.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,91,79,3,2018-08-06 13:21:00,2018,8,6,13,21
129,017_099.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,66,82,3,2018-08-06 13:21:00,2018,8,6,13,21
130,017_066.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,65,95,3,2018-08-06 13:21:00,2018,8,6,13,21
131,017_072.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,64,89,3,2018-08-06 13:21:00,2018,8,6,13,21
132,017_057.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,45,50,3,2018-08-06 13:21:00,2018,8,6,13,21
133,017_043.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,55,52,3,2018-08-06 13:21:00,2018,8,6,13,21
134,017_094.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,64,108,3,2018-08-06 13:21:00,2018,8,6,13,21
135,017_123.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,43,49,3,2018-08-06 13:21:00,2018,8,6,13,21
136,017_122.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,44,81,3,2018-08-06 13:21:00,2018,8,6,13,21
137,017_081.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,69,76,3,2018-08-06 13:21:00,2018,8,6,13,21
138,017_095.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,52,102,3,2018-08-06 13:21:00,2018,8,6,13,21
139,017_042.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,89,69,3,2018-08-06 13:21:00,2018,8,6,13,21
140,017_056.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,74,56,3,2018-08-06 13:21:00,2018,8,6,13,21
141,017_068.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,71,72,3,2018-08-06 13:21:00,2018,8,6,13,21
142,017_054.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,99,76,3,2018-08-06 13:21:00,2018,8,6,13,21
143,017_083.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,74,55,3,2018-08-06 13:21:00,2018,8,6,13,21
144,017_097.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,108,171,3,2018-08-06 13:21:00,2018,8,6,13,21
145,017_108.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,47,216,3,2018-08-06 13:21:00,2018,8,6,13,21
146,017_120.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,41,84,3,2018-08-06 13:21:00,2018,8,6,13,21
147,017_121.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,45,88,3,2018-08-06 13:21:00,2018,8,6,13,21
148,017_109.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,83,85,3,2018-08-06 13:21:00,2018,8,6,13,21
149,017_096.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,52,90,3,2018-08-06 13:21:00,2018,8,6,13,21
150,017_082.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,67,96,3,2018-08-06 13:21:00,2018,8,6,13,21
151,017_055.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,97,64,3,2018-08-06 13:21:00,2018,8,6,13,21
152,017_041.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,53,76,3,2018-08-06 13:21:00,2018,8,6,13,21
153,017_069.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,85,82,3,2018-08-06 13:21:00,2018,8,6,13,21
154,017_045.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,102,103,3,2018-08-06 13:21:00,2018,8,6,13,21
155,017_051.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,74,154,3,2018-08-06 13:21:00,2018,8,6,13,21
156,017_079.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,75,88,3,2018-08-06 13:21:00,2018,8,6,13,21
157,017_086.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,52,60,3,2018-08-06 13:21:00,2018,8,6,13,21
158,017_092.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,71,60,3,2018-08-06 13:21:00,2018,8,6,13,21
159,017_131.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,88,83,3,2018-08-06 13:21:00,2018,8,6,13,21
160,017_125.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,73,88,3,2018-08-06 13:21:00,2018,8,6,13,21
161,017_119.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,75,60,3,2018-08-06 13:21:00,2018,8,6,13,21
162,017_118.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,61,152,3,2018-08-06 13:21:00,2018,8,6,13,21
163,017_124.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,69,56,3,2018-08-06 13:21:00,2018,8,6,13,21
164,017_093.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,75,97,3,2018-08-06 13:21:00,2018,8,6,13,21
165,017_087.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,76,55,3,2018-08-06 13:21:00,2018,8,6,13,21
166,017_078.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,73,84,3,2018-08-06 13:21:00,2018,8,6,13,21
167,017_050.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,68,56,3,2018-08-06 13:21:00,2018,8,6,13,21
168,017_044.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,61,58,3,2018-08-06 13:21:00,2018,8,6,13,21
169,017_052.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,74,78,3,2018-08-06 13:21:00,2018,8,6,13,21
170,017_046.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,66,70,3,2018-08-06 13:21:00,2018,8,6,13,21
171,017_091.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker,74,56,3,2018-08-06 13:21:00,2018,8,6,13,21
